Date,Open,High,Low,Close,Adj Close,Volume
6/19/2009,208.324142,209.444946,206.51593,209.260635,209.260635,8550100
6/22/2009,207.696503,207.9655,200.194626,202.914429,202.914429,8279600
6/23/2009,202.565735,203.731369,200.523392,202.08255,202.08255,5820800
6/24/2009,203.606827,205.345322,202.520905,203.880798,203.880798,4934000
6/25/2009,202.740082,207.173462,202.496002,207.108704,207.108704,6111700
6/26/2009,206.067612,213.315445,205.783676,211.865875,211.865875,6537800
6/29/2009,212.204605,213.101242,210.331619,211.278076,211.278076,4354800
6/30/2009,211.208344,212.807343,208.329132,210.007843,210.007843,5207100
7/1/2009,211.307968,212.403854,208.294266,208.712692,208.712692,4638900
7/2/2009,206.929382,206.929382,202.645432,203.4823,203.4823,5054000
7/6/2009,202.491013,204.553284,200.080048,204.040207,204.040207,4542100
7/7/2009,203.357758,203.830994,197.250656,197.574448,197.574448,6543000
7/8/2009,199.253143,202.241943,198.286774,200.4935,200.4935,6908100
7/9/2009,202.301727,206.451172,202.142319,204.428757,204.428757,6575700
7/10/2009,204.025269,207.905716,203.586899,206.42627,206.42627,5875000
7/13/2009,207.307953,211.467361,206.814804,211.357773,211.357773,8121600
7/14/2009,211.063873,212.568237,209.649185,211.552048,211.552048,5813200
7/15/2009,214.027771,218.520935,213.444962,218.266876,218.266876,7582200
7/16/2009,217.524658,222.042725,216.239487,220.473618,220.473618,13158100
7/17/2009,215.691528,216.92691,212.553299,214.321671,214.321671,13759500
7/20/2009,214.13736,215.616821,212.329132,214.281815,214.281815,6330600
7/21/2009,214.665375,215.143585,212.065125,213.151062,213.151062,5958600
7/22/2009,213.200867,214.296768,210.959274,213.046448,213.046448,5192700
7/23/2009,213.539597,219.781204,211.955536,217.853439,217.853439,6982400
7/24/2009,217.091293,224.403885,216.687805,222.525925,222.525925,7280900
7/27/2009,222.187195,222.540863,217.98793,221.569504,221.569504,5027500
7/28/2009,219.676605,220.578217,217.235748,219.103745,219.103745,5083900
7/29/2009,217.79863,218.082581,215.138611,217.305481,217.305481,3988800
7/30/2009,220.478592,224.892044,220.478592,221.98793,221.98793,6421000
7/31/2009,224.149826,225.504745,220.388931,220.697769,220.697769,5742200
8/3/2009,223.53215,226.102509,222.984207,225.260666,225.260666,5199900
8/4/2009,223.845978,226.152328,223.377731,226.017822,226.017822,4797400
8/5/2009,227.14859,227.601898,223.10376,224.727661,224.727661,4701400
8/6/2009,226.301758,226.590683,223.427536,224.339127,224.339127,4237600
8/7/2009,226.984207,228.852203,226.645477,227.696533,227.696533,5105100
8/10/2009,226.7202,228.349091,226.047714,227.452454,227.452454,3496900
8/11/2009,225.987946,227.761292,225.345352,226.122437,226.122437,3437800
8/12/2009,226.854691,230.012848,226.610611,228.433777,228.433777,4700200
8/13/2009,230.212112,231.49231,228.59816,230.276871,230.276871,4005200
8/14/2009,230.525925,230.725189,227.591934,229.141129,229.141129,3362700
8/17/2009,224.906998,225.151077,220.732635,221.614334,221.614334,5260000
8/18/2009,221.718948,223.014084,220.334137,221.808609,221.808609,4719800
8/19/2009,219.173477,221.669128,218.461151,221.156052,221.156052,4526800
8/20/2009,225.156067,230.227051,224.772491,229.345352,229.345352,8027600
8/21/2009,231.900772,232.174759,230.461182,231.751343,231.751343,7147600
8/24/2009,232.802399,234.167282,231.342865,233.489822,233.489822,4925100
8/25/2009,233.689072,236.289337,233.484848,234.804901,234.804901,4699400
8/26/2009,235.497299,235.616852,232.478607,233.12619,233.12619,3990400
8/27/2009,233.4151,233.4151,229.504761,232.159805,232.159805,4012600
8/28/2009,233.75383,235.303024,230.824814,231.507248,231.507248,3556400
8/31/2009,229.036514,230.067657,228.144852,229.973007,229.973007,3930400
9/1/2009,228.98172,232.538391,226.361542,227.029037,227.029037,5209100
9/2/2009,227.058929,228.309235,225.449951,225.65918,225.65918,3623100
9/3/2009,227.058929,228.269394,226.650452,227.905746,227.905746,3304600
9/4/2009,227.930664,230.436264,227.039001,229.788696,229.788696,3009500
9/8/2009,231.278107,232.623077,227.068893,228.453705,228.453705,5333300
9/9/2009,228.672882,232.26442,228.543365,231.118713,231.118713,4407100
9/10/2009,232.453705,234.590698,230.13739,234.590698,234.590698,5088100
9/11/2009,234.321701,235.766296,232.941879,235.188461,235.188461,3820000
9/14/2009,234.376495,237.50975,234.147354,236.672897,236.672897,3966100
9/15/2009,236.652969,238.560822,235.472397,237.878372,237.878372,4814000
9/16/2009,239.00415,243.771286,238.346619,243.233307,243.233307,5189900
9/17/2009,244.369049,247.756348,242.665436,244.941895,244.941895,8999700
9/18/2009,247.457474,247.562073,244.697815,244.812378,244.812378,6591500
9/21/2009,242.959335,248.518494,242.202164,247.572037,247.572037,4248600
9/22/2009,249.524719,250.057724,247.975525,248.59819,248.59819,6105100
9/23/2009,249.454987,252.553375,247.92572,248.299316,248.299316,5428600
9/24/2009,249.300568,249.768799,245.579514,247.457474,247.457474,5074000
9/25/2009,246.222092,249.03157,245.081375,245.32048,245.32048,4114400
9/28/2009,246.496078,249.813644,245.728943,248.334183,248.334183,3692300
9/29/2009,248.832321,248.94191,245.584488,248.334183,248.334183,4214000
9/30/2009,249.066437,249.136169,242.710266,246.999191,246.999191,6306800
10/1/2009,245.579514,247.308029,242.590714,242.690338,242.690338,5647400
10/2/2009,240.966797,244.951859,240.398926,241.385223,241.385223,5221000
10/5/2009,242.91449,245.295578,240.767548,243.34787,243.34787,4305100
10/6/2009,244.931931,248.752609,244.931931,248.438797,248.438797,5485000
10/7/2009,248.568298,258.52597,247.975525,257.80368,257.80368,9784800
10/8/2009,258.814911,260.648041,255.711533,256.129974,256.129974,8639800
10/9/2009,257.360352,259.781281,256.289368,257.161102,257.161102,5496600
10/12/2009,260.732697,261.898346,258.690369,261.041565,261.041565,6669200
10/13/2009,261.215912,262.745178,259.716522,262.072693,262.072693,6097400
10/14/2009,265.23584,266.790009,264.010437,266.660492,266.660492,6541200
10/15/2009,265.878418,267.44754,262.650513,263.965607,263.965607,12246500
10/16/2009,272.643066,276.339203,271.248291,273.898376,273.898376,17749900
10/19/2009,275.313049,275.766357,273.340454,275.014191,275.014191,6459800
10/20/2009,274.790009,275.442566,269.340454,274.829865,274.829865,8117600
10/21/2009,273.928253,278.630615,273.474945,274.521027,274.521027,7368600
10/22/2009,273.973083,276.463745,272.976807,276.010437,276.010437,4690400
10/23/2009,276.588287,277.903351,274.570831,275.811188,275.811188,4803200
10/26/2009,276.837341,279.771362,274.416412,276.070221,276.070221,5963000
10/27/2009,274.456268,276.244568,271.063995,273.121277,273.121277,6457000
10/28/2009,272.912048,273.973083,268.120026,269.141205,269.141205,5154800
10/29/2009,270.491119,274.884674,269.489899,274.496124,274.496124,5064000
10/30/2009,273.973083,274.05777,266.122498,267.05899,267.05899,6962900
11/2/2009,267.537201,268.722748,263.133698,265.997986,265.997986,6428200
11/3/2009,264.015411,267.746429,263.163605,267.641815,267.641815,4778100
11/4/2009,269.390259,271.731476,267.208435,269.156128,269.156128,4682800
11/5/2009,270.730225,273.858521,270.316772,273.300598,273.300598,3709100
11/6/2009,272.837341,274.859772,271.731476,274.521027,274.521027,3667000
11/9/2009,276.687897,280.239594,276.08017,280.204712,280.204712,5319500
11/10/2009,280.314301,283.328003,279.950684,282.321777,282.321777,4478200
11/11/2009,284.174835,285.679199,281.873474,284.214691,284.214691,4656700
11/12/2009,283.716553,285.38031,281.694153,282.864746,282.864746,3786600
11/13/2009,283.582062,285.186066,282.24707,284.956909,284.956909,3346000
11/16/2009,286.426392,287.417694,285.320557,287.064026,287.064026,4414700
11/17/2009,286.361633,287.671722,285.788788,287.666748,287.666748,3847700
11/18/2009,287.248322,288.309357,284.966888,287.248322,287.248322,3110700
